"Feature","Log2FC","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"UTS2",0.966,-2.4,3.16,0.00261,0.169,"None","10911","urotensin 2","NS",2.58335949266172
"ERFE",-1.51,1.64,-3.1,0.00261,0.169,"None","151176","erythroferrone","NS",2.58335949266172
"REEP2",-0.663,5.88,-3.09,0.00263,0.169,"None","51308","receptor accessory protein 2","NS",2.58004425151024
"TMEM25",-0.411,5.09,-3.09,0.00264,0.169,"None","84866","transmembrane protein 25","NS",2.57839607313017
"MAFA",-0.909,6.84,-3.09,0.00267,0.169,"Endocrine","389692","MAF bZIP transcription factor A","NS",2.57348873863542
"CARD16",0.993,-1.17,3.09,0.00268,0.169,"None","114769","caspase recruitment domain family member 16","NS",2.57186520597121
"FAM83F",0.413,5.19,3.08,0.00269,0.169,"None","113828","family with sequence similarity 83 member F","NS",2.57024771999759
"RPH3AL",-0.682,7.26,-3.09,0.00269,0.169,"None","9501","rabphilin 3A like (without C2 domains)","NS",2.57024771999759
"UBA7",0.715,2.9,3.08,0.0027,0.169,"None","7318","ubiquitin like modifier activating enzyme 7","NS",2.56863623584101
"SATB2",0.735,1.46,3.08,0.00271,0.169,"None","23314","SATB homeobox 2","NS",2.56703070912559
"C5orf58",0.955,-1.75,3.1,0.00272,0.169,"None","133874","chromosome 5 open reading frame 58","NS",2.5654310959658
"SAMD11",-0.705,5.3,-3.08,0.00273,0.169,"Endocrine","148398","sterile alpha motif domain containing 11","NS",2.56383735295924
"DNER",-0.672,3.92,-3.08,0.00273,0.169,"None","92737","delta/notch like EGF repeat containing","NS",2.56383735295924
"HLA-DRA",0.921,4.4,3.08,0.00274,0.169,"None","3122","major histocompatibility complex, class II, DR alpha","NS",2.56224943717961
"UACA",0.588,4.13,3.08,0.00276,0.169,"None","55075","uveal autoantigen with coiled-coil domains and ankyrin repeats","NS",2.55909091793478
"FAM166C",-0.667,2.11,-3.07,0.00281,0.171,"None","339778","family with sequence similarity 166 member C","NS",2.55129368009492
"NR5A2",1.05,4.12,3.07,0.00283,0.172,"Non-endocrine","2494","nuclear receptor subfamily 5 group A member 2","NS",2.54821356447571
"NTNG2",-0.869,3.52,-3.07,0.00284,0.172,"None","84628","netrin G2","NS",2.54668165995296
"PCBP3",-0.544,2.84,-3.06,0.00286,0.172,"None","54039","poly(rC) binding protein 3","NS",2.54363396687096
"HOPX",-0.694,5.66,-3.06,0.00288,0.172,"None","84525","HOP homeobox","NS",2.54060751224077
"PSMB10",0.652,1.99,3.06,0.0029,0.173,"Non-endocrine","5699","proteasome 20S subunit beta 10","NS",2.53760200210104
"FPR1",1.39,-1.54,3.1,0.00292,0.173,"Non-endocrine","2357","formyl peptide receptor 1","NS",2.53461714855158
"GALK1",0.893,1.85,3.06,0.00293,0.173,"Non-endocrine","2584","galactokinase 1","NS",2.53313237964589
"TMEM179",-0.554,6.53,-3.05,0.00297,0.175,"None","388021","transmembrane protein 179","NS",2.52724355068279
"DCBLD1",-0.397,5.01,-3.04,0.00308,0.179,"None","285761","discoidin, CUB and LCCL domain containing 1","NS",2.51144928349956
"ATP12A",-0.972,-1.79,-3.1,0.00308,0.179,"None","479","ATPase H+/K+ transporting non-gastric alpha2 subunit","NS",2.51144928349956
"C15orf56",0.67,-0.297,3.04,0.00308,0.179,"None","644809","chromosome 15 open reading frame 56","NS",2.51144928349956
"TSPAN1",-0.797,4.99,-3.04,0.0031,0.179,"None","10103","tetraspanin 1","NS",2.50863830616573
"THSD7A",0.953,1.91,3.04,0.0031,0.179,"None","221981","thrombospondin type 1 domain containing 7A","NS",2.50863830616573
"PC",-0.504,3.89,-3.04,0.00312,0.18,"None","5091","pyruvate carboxylase","NS",2.50584540598156
"SLC45A1",-0.658,3.16,-3.03,0.00315,0.181,"None","50651","solute carrier family 45 member 1","NS",2.5016894462104
"METRN",-0.507,6.25,-3.03,0.00322,0.184,"None","79006","meteorin, glial cell differentiation regulator","NS",2.49214412830417
"TP53INP1",0.625,6.29,3.02,0.00323,0.184,"None","94241","tumor protein p53 inducible nuclear protein 1","NS",2.4907974776689
"DEF6",0.834,2.39,3.02,0.0033,0.187,"Non-endocrine","50619","DEF6 guanine nucleotide exchange factor","NS",2.48148606012211
"RNF32",0.609,1.02,3.02,0.00332,0.187,"None","140545","ring finger protein 32","NS",2.47886191629596
"LOC105371022",0.801,-2.54,3.11,0.00333,0.187,"None","105371022","uncharacterized LOC105371022","NS",2.47755576649368
"GALNT3",0.386,5.18,3.01,0.00334,0.187,"Non-endocrine","2591","polypeptide N-acetylgalactosaminyltransferase 3","NS",2.47625353318844
"MYCN",-1.08,0.225,-3.01,0.00335,0.187,"None","4613","MYCN proto-oncogene, bHLH transcription factor","NS",2.47495519296315
"CD83",0.613,4.43,3.01,0.00337,0.187,"None","9308","CD83 molecule","NS",2.47237009912866
"NOB1",0.618,4.58,3.01,0.0034,0.187,"Non-endocrine","28987","NIN1 (RPN12) binding protein 1 homolog","NS",2.46852108295775
"CTRL",1.3,-1.7,3.26,0.00341,0.187,"Non-endocrine","1506","chymotrypsin like","NS",2.4672456210075
"APBB1",-0.498,7.65,-3,0.00343,0.187,"None","322","amyloid beta precursor protein binding family B member 1","NS",2.46470587995723
"RNF222",-1.14,-1.57,-3.05,0.00343,0.187,"None","643904","ring finger protein 222","NS",2.46470587995723
"INPP5D",0.959,1.37,3,0.00344,0.187,"None","3635","inositol polyphosphate-5-phosphatase D","NS",2.46344155742847
"DDB2",0.505,3.87,3,0.00346,0.187,"None","1643","damage specific DNA binding protein 2","NS",2.46092390120722
"KRT6B",-1.14,-0.965,-3.02,0.00346,0.187,"None","3854","keratin 6B","NS",2.46092390120722
"ID4",0.663,6.15,3,0.00348,0.187,"None","3400","inhibitor of DNA binding 4, HLH protein","NS",2.45842075605342
"SYN1",-0.527,4.95,-3,0.00349,0.187,"Endocrine","6853","synapsin I","NS",2.45717457304082
"PHYHIP",-0.734,3.04,-3,0.0035,0.187,"Endocrine","9796","phytanoyl-CoA 2-hydroxylase interacting protein","NS",2.45593195564972
"PLCH2",-0.869,8.78,-3,0.00352,0.187,"Endocrine","9651","phospholipase C eta 2","NS",2.45345733652187
"MAT2A",0.693,6.26,2.99,0.00353,0.187,"None","4144","methionine adenosyltransferase 2A","NS",2.45222529461218
"DIMT1",0.425,3.19,2.99,0.00355,0.187,"Non-endocrine","27292","DIMT1 rRNA methyltransferase and ribosome maturation factor","NS",2.44977164694491
"TLR7",0.874,-1.86,3.04,0.00356,0.187,"None","51284","toll like receptor 7","NS",2.44855000202712
"COL28A1",0.951,0.728,2.99,0.00358,0.187,"None","340267","collagen type XXVIII alpha 1 chain","NS",2.44611697335613
"H2AW",-0.646,2.6,-2.99,0.00358,0.187,"None","92815","H2A.W histone","NS",2.44611697335613
"CLEC5A",0.939,-1.65,3.03,0.00365,0.189,"Non-endocrine","23601","C-type lectin domain containing 5A","NS",2.43770713554353
"REG4",1.2,2.66,2.98,0.00366,0.189,"Non-endocrine","83998","regenerating family member 4","NS",2.43651891460559
"PLTP",0.768,4.7,2.98,0.00367,0.189,"Non-endocrine","5360","phospholipid transfer protein","NS",2.43533393574791
"SPAG6",-0.782,3.71,-2.98,0.00367,0.189,"Endocrine","9576","sperm associated antigen 6","NS",2.43533393574791
"PRODH",1.2,-1.56,3.03,0.00368,0.189,"None","5625","proline dehydrogenase 1","NS",2.43415218132648
"SLC22A23",0.723,3.29,2.98,0.0037,0.189,"Non-endocrine","63027","solute carrier family 22 member 23","NS",2.43179827593301
"FAM102B",0.54,3.22,2.97,0.00375,0.19,"None","284611","family with sequence similarity 102 member B","NS",2.42596873227228
"SLC43A1",1.1,4.9,2.97,0.00375,0.19,"Non-endocrine","8501","solute carrier family 43 member 1","NS",2.42596873227228
"SERTM1",1.24,1.71,2.97,0.0038,0.192,"None","400120","serine rich and transmembrane domain containing 1","NS",2.42021640338319
"ADRA1B",-1.2,1.24,-2.97,0.00381,0.192,"None","147","adrenoceptor alpha 1B","NS",2.41907502432438
"TSPAN13",-0.505,8.24,-2.97,0.00383,0.192,"None","27075","tetraspanin 13","NS",2.41680122603138
"PIP5K1B",0.695,1.91,2.96,0.00385,0.193,"Non-endocrine","8395","phosphatidylinositol-4-phosphate 5-kinase type 1 beta","NS",2.4145392704915
"SYNGR3",-0.563,3.13,-2.96,0.00386,0.193,"Endocrine","9143","synaptogyrin 3","NS",2.41341269532824
"SLC25A5",0.478,7.48,2.96,0.00393,0.195,"Non-endocrine","292","solute carrier family 25 member 5","NS",2.40560744962457
"HSD17B13",1.44,2.55,2.96,0.00394,0.195,"None","345275","hydroxysteroid 17-beta dehydrogenase 13","NS",2.40450377817443
"NPIPB8",0.941,-2.28,3.05,0.00395,0.195,"None","728734","nuclear pore complex interacting protein family member B8","NS",2.40340290437354
"DYRK1B",-0.394,4.53,-2.96,0.00396,0.195,"None","9149","dual specificity tyrosine phosphorylation regulated kinase 1B","NS",2.40230481407449
"NFIB",0.739,4.16,2.95,0.00399,0.195,"Non-endocrine","4781","nuclear factor I B","NS",2.39902710431325
"FRMD4A",0.515,3.07,2.95,0.00399,0.195,"Non-endocrine","55691","FERM domain containing 4A","NS",2.39902710431325
"RNF144A",0.903,4.01,2.95,0.00404,0.197,"Non-endocrine","9781","ring finger protein 144A","NS",2.39361863488939
"HLA-DQA1",1.1,0.962,2.94,0.00413,0.2,"None","3117","major histocompatibility complex, class II, DQ alpha 1","NS",2.3840499483436
"CCDC69",0.899,3.78,2.94,0.00417,0.201,"Non-endocrine","26112","coiled-coil domain containing 69","NS",2.37986394502624
"PSTPIP1",0.914,-1.9,2.94,0.00422,0.201,"None","9051","proline-serine-threonine phosphatase interacting protein 1","NS",2.37468754903833
"EFS",-0.863,2.52,-2.93,0.00425,0.201,"None","10278","embryonal Fyn-associated substrate","NS",2.37161106994969
"NKX6-3",-1.12,2.91,-2.93,0.00425,0.201,"None","157848","NK6 homeobox 3","NS",2.37161106994969
"SEZ6L2",-0.469,8.54,-2.93,0.00425,0.201,"None","26470","seizure related 6 homolog like 2","NS",2.37161106994969
"MITF",0.512,2.2,2.93,0.00425,0.201,"Non-endocrine","4286","melanocyte inducing transcription factor","NS",2.37161106994969
"NCMAP",0.626,3.7,2.93,0.00427,0.201,"None","400746","non-compact myelin associated protein","NS",2.36957212497498
"LMO3",1.08,2.67,2.93,0.00427,0.201,"None","55885","LIM domain only 3","NS",2.36957212497498
"MAGEE2",-0.911,0.0734,-2.93,0.00428,0.201,"None","139599","MAGE family member E2","NS",2.36855623098683
"RGL1",-0.416,5.5,-2.93,0.00428,0.201,"Endocrine","23179","ral guanine nucleotide dissociation stimulator like 1","NS",2.36855623098683
"LIMD1",0.47,3.67,2.93,0.00429,0.201,"None","8994","LIM domains containing 1","NS",2.36754270781528
"SYCP2",0.686,0.741,2.93,0.00431,0.201,"None","10388","synaptonemal complex protein 2","NS",2.36552272983927
"SHC3",0.675,1.89,2.93,0.00431,0.201,"None","53358","SHC adaptor protein 3","NS",2.36552272983927
"ACP3",-1.08,5.65,-2.92,0.00436,0.202,"None","55","acid phosphatase 3","NS",2.36051351073141
"TRIM50",1.42,0.81,2.92,0.00438,0.202,"Non-endocrine","135892","tripartite motif containing 50","NS",2.3585258894959
"CCNG1",0.487,6.29,2.92,0.0044,0.203,"Non-endocrine","900","cyclin G1","NS",2.35654732351381
"TRHDE",1.4,1.65,2.92,0.00442,0.203,"Non-endocrine","29953","thyrotropin releasing hormone degrading enzyme","NS",2.35457773065091
"ATF7IP2",0.471,3.56,2.92,0.00445,0.203,"Non-endocrine","80063","activating transcription factor 7 interacting protein 2","NS",2.35163998901907
"DDO",0.648,0.75,2.92,0.00446,0.203,"None","8528","D-aspartate oxidase","NS",2.35066514128786
"SYTL5",1.2,1.06,2.91,0.00452,0.205,"None","94122","synaptotagmin like 5","NS",2.34486156518862
"LILRB4",0.952,-1.08,2.92,0.00457,0.207,"None","11006","leukocyte immunoglobulin like receptor B4","NS",2.34008379993015
"PRKCE",0.426,5.64,2.91,0.00459,0.207,"None","5581","protein kinase C epsilon","NS",2.33818731446274
"FABP7",-0.889,-2.08,-2.93,0.0047,0.211,"None","2173","fatty acid binding protein 7","NS",2.32790214206428
"IRF8",0.904,2.21,2.89,0.00475,0.211,"Non-endocrine","3394","interferon regulatory factor 8","NS",2.32330639037513
"LSP1",0.9,0.261,2.89,0.00475,0.211,"None","4046","lymphocyte specific protein 1","NS",2.32330639037513
"ALLC",-0.901,-1.24,-2.9,0.00475,0.211,"None","55821","allantoicase","NS",2.32330639037513
"PDGFA",0.453,4.73,2.89,0.00476,0.211,"Non-endocrine","5154","platelet derived growth factor subunit A","NS",2.32239304727951
"TMPRSS11E",-1.2,-1.82,-2.95,0.00477,0.211,"None","28983","transmembrane serine protease 11E","NS",2.32148162095989
"RTL8C",-0.476,5.67,-2.89,0.00484,0.214,"None","8933","retrotransposon Gag like 8C","NS",2.31515463835559
"MAGED2",-0.384,7.57,-2.89,0.00485,0.214,"None","10916","MAGE family member D2","NS",2.31425826139774
"FXN",0.456,2.71,2.88,0.0049,0.215,"None","2395","frataxin","NS",2.30980391997149
"SLC8B1",0.543,3.3,2.88,0.00492,0.215,"Non-endocrine","80024","solute carrier family 8 member B1","NS",2.30803489723264
"SDF2L1",-0.67,6.07,-2.88,0.00497,0.215,"None","23753","stromal cell derived factor 2 like 1","NS",2.30364361126667
"NPNT",0.571,4.94,2.88,0.00497,0.215,"Non-endocrine","255743","nephronectin","NS",2.30364361126667
"SLC1A2",1.02,2.65,2.88,0.00497,0.215,"Non-endocrine","6506","solute carrier family 1 member 2","NS",2.30364361126667
"SLC25A25",0.435,6.74,2.88,0.00498,0.215,"None","114789","solute carrier family 25 member 25","NS",2.30277065724028
"KCNG1",1.24,0.875,2.88,0.00501,0.216,"None","3755","potassium voltage-gated channel modifier subfamily G member 1","NS",2.30016227413275
"SUN3",-0.863,-2.3,-2.93,0.00506,0.217,"None","256979","Sad1 and UNC84 domain containing 3","NS",2.2958494831602
"APLP1",-0.463,8.36,-2.87,0.00509,0.217,"Endocrine","333","amyloid beta precursor like protein 1","NS",2.29328221766324
"CADM1",-0.476,8.07,-2.87,0.0051,0.217,"Endocrine","23705","cell adhesion molecule 1","NS",2.29242982390206
"QPRT",0.766,3.27,2.87,0.00511,0.217,"Non-endocrine","23475","quinolinate phosphoribosyltransferase","NS",2.29157909986529
"ZBTB44",0.404,4.98,2.87,0.00513,0.217,"None","29068","zinc finger and BTB domain containing 44","NS",2.28988263488818
"GYG1",-0.44,7.07,-2.87,0.00513,0.217,"None","2992","glycogenin 1","NS",2.28988263488818
"CTSC",0.502,4.03,2.86,0.00517,0.218,"Non-endocrine","1075","cathepsin C","NS",2.28650945690606
"TMEM266",1.14,-0.0341,2.86,0.0052,0.219,"None","123591","transmembrane protein 266","NS",2.2839966563652
"LAMB4",-1.05,1.5,-2.86,0.00524,0.219,"None","22798","laminin subunit beta 4","NS",2.28066871301627
"BDH1",-0.578,3.93,-2.86,0.00524,0.219,"None","622","3-hydroxybutyrate dehydrogenase 1","NS",2.28066871301627
"NAT8L",-0.533,5.06,-2.86,0.00526,0.219,"Endocrine","339983","N-acetyltransferase 8 like","NS",2.27901425584626
"DPYSL5",-0.939,-2.1,-2.89,0.00526,0.219,"None","56896","dihydropyrimidinase like 5","NS",2.27901425584626
"BICDL2",1.06,3.68,2.86,0.0053,0.219,"Non-endocrine","146439","BICD family like cargo adaptor 2","NS",2.27572413039921
"TLCD4",0.658,3.78,2.86,0.00531,0.219,"None","148534","TLC domain containing 4","NS",2.27490547891853
"PDE4A",0.631,3,2.86,0.00532,0.219,"Non-endocrine","5141","phosphodiesterase 4A","NS",2.27408836770495
"DNASE1",0.876,3.19,2.85,0.00534,0.219,"None","1773","deoxyribonuclease 1","NS",2.27245874297144
"RCC1",0.623,2.76,2.85,0.00539,0.22,"Non-endocrine","1104","regulator of chromosome condensation 1","NS",2.26841123481326
"ZNF667",-0.677,4.01,-2.85,0.00539,0.22,"None","63934","zinc finger protein 667","NS",2.26841123481326
"ZNF396",-0.557,2.35,-2.85,0.00547,0.223,"None","252884","zinc finger protein 396","NS",2.26201267366657
"BDH2",0.633,2.73,2.84,0.00548,0.223,"Non-endocrine","56898","3-hydroxybutyrate dehydrogenase 2","NS",2.26121944151563
"RAP1GAP",0.452,7.1,2.84,0.00551,0.223,"None","5909","RAP1 GTPase activating protein","NS",2.25884840114822
"NAT16",-0.887,4.78,-2.84,0.00552,0.223,"None","375607","N-acetyltransferase 16 (putative)","NS",2.2580609222708
"ZNF33B",0.621,5.3,2.84,0.00553,0.223,"None","7582","zinc finger protein 33B","NS",2.2572748686953
"NKAIN1",-0.9,3.04,-2.84,0.00554,0.223,"None","79570","sodium/potassium transporting ATPase interacting 1","NS",2.25649023527157
"OLR1",1.19,-0.911,2.88,0.00557,0.223,"None","4973","oxidized low density lipoprotein receptor 1","NS",2.25414480482627
"JCHAIN",0.987,-1.54,2.85,0.0056,0.224,"Non-endocrine","3512","joining chain of multimeric IgA and IgM","NS",2.2518119729938
"TSPAN6",0.47,3.88,2.83,0.00564,0.224,"Non-endocrine","7105","tetraspanin 6","NS",2.24872089601666
"SEL1L3",0.556,4.82,2.83,0.00565,0.224,"Non-endocrine","23231","SEL1L family member 3","NS",2.24795155218056
"FSCN2",0.856,0.265,2.83,0.00565,0.224,"Non-endocrine","25794","fascin actin-bundling protein 2, retinal","NS",2.24795155218056
"CARD11",0.93,3.54,2.83,0.00567,0.224,"None","84433","caspase recruitment domain family member 11","NS",2.24641694110709
"SERPINB1",0.622,7.16,2.83,0.0057,0.224,"Non-endocrine","1992","serpin family B member 1","NS",2.24412514432751
"FICD",-0.683,5.25,-2.83,0.00572,0.224,"None","11153","FIC domain containing","NS",2.24260397120698
"DNAJC12",-0.589,6.34,-2.83,0.00572,0.224,"None","56521","DnaJ heat shock protein family (Hsp40) member C12","NS",2.24260397120698
"CAMKK2",0.452,3.73,2.83,0.00574,0.224,"Non-endocrine","10645","calcium/calmodulin dependent protein kinase kinase 2","NS",2.24108810760203
"INA",-0.442,6.14,-2.83,0.00577,0.225,"Endocrine","9118","internexin neuronal intermediate filament protein alpha","NS",2.23882418684427
"FILIP1L",0.52,3.84,2.83,0.00578,0.225,"None","11259","filamin A interacting protein 1 like","NS",2.23807216157947
"IGSF5",0.967,-0.402,2.82,0.00585,0.226,"None","150084","immunoglobulin superfamily member 5","NS",2.23284413391782
"CGNL1",0.918,3.46,2.82,0.00585,0.226,"Non-endocrine","84952","cingulin like 1","NS",2.23284413391782
"IFFO2",0.611,5.2,2.82,0.00588,0.226,"Non-endocrine","126917","intermediate filament family orphan 2","NS",2.23062267392386
"ENDOD1",-0.48,5.34,-2.82,0.00589,0.226,"None","23052","endonuclease domain containing 1","NS",2.2298847052129
"POLR1E",0.464,3.93,2.82,0.0059,0.226,"None","64425","RNA polymerase I subunit E","NS",2.22914798835786
"TMEM108",-0.602,2.87,-2.81,0.00598,0.227,"Endocrine","66000","transmembrane protein 108","NS",2.22329881601159
"FAM174A",-0.451,5.54,-2.81,0.006,0.227,"None","345757","family with sequence similarity 174 member A","NS",2.22184874961636
"MXRA7",-0.393,8.46,-2.81,0.006,0.227,"None","439921","matrix remodeling associated 7","NS",2.22184874961636
"ANKH",-0.384,7.8,-2.81,0.00603,0.227,"Endocrine","56172","ANKH inorganic pyrophosphate transport regulator","NS",2.21968268785985
"WNT3",0.803,1.2,2.81,0.00604,0.227,"None","7473","Wnt family member 3","NS",2.21896306137887
"MUC3A",1,0.65,2.81,0.00607,0.227,"None","4584","mucin 3A, cell surface associated","NS",2.21681130892474
"SKAP1",0.823,0.0733,2.81,0.00608,0.227,"None","8631","src kinase associated phosphoprotein 1","NS",2.21609642072726
"CYP2S1",0.931,-1.98,2.83,0.00612,0.227,"None","29785","cytochrome P450 family 2 subfamily S member 1","NS",2.21324857785444
"COLEC12",1.09,-0.0115,2.81,0.00612,0.227,"None","81035","collectin subfamily member 12","NS",2.21324857785444
"SLCO2B1",1.41,1.33,2.8,0.00614,0.227,"Non-endocrine","11309","solute carrier organic anion transporter family member 2B1","NS",2.21183162885883
"ITGAL",0.819,-1.2,2.81,0.00615,0.227,"None","3683","integrin subunit alpha L","NS",2.21112488422458
"MANF",-0.658,5.98,-2.8,0.00615,0.227,"None","7873","mesencephalic astrocyte derived neurotrophic factor","NS",2.21112488422458
"CRHR2",0.838,0.781,2.8,0.00618,0.227,"None","1395","corticotropin releasing hormone receptor 2","NS",2.20901152491118
"SLC35G1",0.598,3.07,2.8,0.00619,0.227,"None","159371","solute carrier family 35 member G1","NS",2.20830935097988
"GAB1",0.429,3.53,2.8,0.00619,0.227,"None","2549","GRB2 associated binding protein 1","NS",2.20830935097988
"PLEK",0.986,0.671,2.8,0.0062,0.227,"None","5341","pleckstrin","NS",2.20760831050175
"SPAG4",0.57,3.24,2.8,0.00622,0.227,"Non-endocrine","6676","sperm associated antigen 4","NS",2.20620961530918
"C3orf70",-0.776,0.752,-2.8,0.00623,0.227,"None","285382","chromosome 3 open reading frame 70","NS",2.20551195334083
"NDNF",1.01,-0.518,2.8,0.00624,0.227,"None","79625","neuron derived neurotrophic factor","NS",2.20481541031758
"PNMA8A",-0.641,5.87,-2.8,0.00625,0.227,"None","55228","PNMA family member 8A","NS",2.20411998265592
"GOLPH3L",-0.398,5.03,-2.8,0.00626,0.227,"None","55204","golgi phosphoprotein 3 like","NS",2.20342566678957
"PHYKPL",0.427,4.46,2.8,0.00627,0.227,"None","85007","5-phosphohydroxy-L-lysine phospho-lyase","NS",2.20273245916928
